ingredients_text,lang
"100% Malto, Lupolo, Maja.",sq
"Vlera ushqimore Për 100g prod: Energjia Proteina Karbohidrate nga të cilat s Total Yr nga të cat, Fibra Natrium ma 1533KJ/",sq
"Pirberist Kastraveca 60% dề, kripe difikes E260), koper, sinap piper ia Prodhuar nga: SEJE Sh Zena Industriale Vogar-Tiran E-mail: info@sejega,com Wel www,sejega,com Kushtet e reajties: Ruhet në ambjent te thate he tế freskét, Pas hapjes të rubet në frigorifer,",sq
haje Pire te arta 3 x 4 pjata,sq
"PERMBAJTJA: miell gruri, sheqer, pëllëmbë yndyrë, kakao pluhur, shurup sheqeri kundert, emulsjues: lecithin soje, rritja e agjentëve natriumi dhe karbonat amoniumi-kripë tabelë, aromatizuesit, Atrane, Durres Km 2, сурејд дооел, japha H IHIT Strudel
",sq
"Patatina te kriposura me shije të keçapit dhe me ëmbëlsues, Përbërësit: patate, vaj bimor (luledielli, miser, nga bérsite e rapsit, ne proporcione te ndryshme), themrime buke nga grurl, arome (domate pluhur 0,2%, qepe pluhur), kripe, perforcues arome (glutaminat natriumi), sheger, proteina é hidrolizuar bimore, acid (add citrik), embelsues (aspartamë), Permban burim fenilalanine, CHIPSY është markë tregtare e Marbo Product d,o,o, Paketuar në atmosferë mbrojtëse, Konsumohet sipas dëshirës para datës që shkruhet në pjesën e pasme te amballazhit, Ruhet në vend te thatë dhe të freskët, Të mbrohet nga dielli, Vendi i origjinës: Republika e Serbisë, Pronhues Marbo Product d,o,o, Dorđa Stanojevića 14, 11070 Beograd, Uzina prodhuese Maglić 21473, Bratstva Jedinstva bb, Importues dhe Distributor për Shqipëri: Agna sh,a, Vrisera, Gjirokastër, Shqipëri, Albania, tel: 0035584264010, www,agnagroup,com e-mail: info@agnagroup,com Importues dhe Distributor për Kosově: EUROFOOD PRIZREN, fsh, Lupishte 20000 Prizren Kosovë  383 29 241774, www,euro-food,org e-mail: info@euro-food,org Origjina e patate: BE dhe jo BE, ",sq
"AL/KS PIJE MULTIVITAMINI, Pije e pagazuar freskuese joalkoolike me përmbajtje lëngjesh nga frutat dhe vitaminat, me ëmbëlsues dhe vlerë të zvogëluar energjike, 30% më pak sheqer se pijet e zakonshme, Përbërja: Ujë, sheqer, sirup glukoze-fruktoze, lëng frutash nga koncentrati 10% (portokall 2,4% dhe mollë 6,35%, rrush i bardhë 0,7%, ananas 0,3%, lemon 0,15% dhe pjeshkë 0,1%), rregullues i thartësisë: limontos, natrijum citrat, aromë natyrale nga mango, portokalli, ananasi, lemoni, pjeshka, kajsija dhe ftoi, Vitamina: C, E dhe A, ëmbëlsues natyror (Glikozid steviol) dhe ngjyrë Beta karotin, I pasterizuar, Neto sasia 0,2 litra, Afati i përdorimit është i shënuar në pjesën e poshtme të ambalazhës, Afati i qëndrueshmërisë: 15 muaj, Prodhimi të ruhet në vend të ftohtë dhe të errët, ",sq
"(AL) Tortilla gruri-thekre m per nuajtjen e lageshtise: glicerol, vaj bimor (yaj palme, vaj repe) me raport të ndryshueshem, vaj bimor giysmë - i ngurte (palme), gluten gruri, fara lin (0,6961, fara te zeza (0,2 natriumi, emúlgator, nmono - dhe digliceride të acideve yndyrore, rrequllues aciditeti: acid malik, açid çitrik, stabilizyes ksantan gome, konservues proponat kalcium, sorbat k perberesit me shkronja te theksyara, Kushtet e ruajtjes: Te ruhet në vend te ftohte dhe të thate në kushte ambiențale, Të ruhet larg ndryshimeve ekstreme te temperatures dhe dhe te konsumohet ne afat prej 7 dite, Rekomandime,rreth përdorimit: Para perdorimit, produkti duhét te mehet nga te dy anet, ne tave (me Hero TEKWHA: HYTPVTHBHIK BPEAHOCTW Neto pesha: ",sq
"Perberesit chaner mielli ndyrehimore (palme), pluhur kakao me yndyma te zvogeluara, surutë në pluhur, a er shtim: E500, E450, kripë, aromë, Të ruhet në vend të thatë dhe të ftohtë,, Importues për Kosovë: EUROPA",sq
"FLIPS ME SHIJE KEÇAPI DHE SUES [ermik misri, vaj perimesh, sheqer, aromë (përmbajnë soje, qumësht), kripë, qepë pluhur, es arome (glutaminat natriumi, dynatriumi-5'-ribonucleotide), domate pluhur 0,2%, hudher pluhur, saciditeti (dyacetat natriumi, acid citrik), ngjyra (ekstrakt speci, capsantine, capsorubine), xhenxhefil iseshte, acid (acid citrik), ëmbëlsues (sukraloze),uu/%, emulgator (një dhe diglyceride te acideve 

FLIPS ME SHIJE DJATHI (miells, vaj perimesh, hirre pluhur (qumësht, laktoza), kripë, sarome (glutaminat natriumi, dinatrium 5'-ribonukleae), pluhur vaj palme (përmuan qumësht, aromatizues (pemban ngjyrë (ekstrakt speci, kapsantinë, kapsorubine)), dhe pluhur 0,03% mt, laktozë), natrium kat (qumësht, laktozë), sheqer], 

PRODUKT NE PE PELETI ME SHIJE pelet miehisri, sheqer, kripë, ngritjen agjent (natrium karbonat), emulgor (një dhe diglyceride të ndyrore), vaj luledielli, kripë, sheqer, pluhur hirrë të ëmbël (qumësht, laktozë), perforcues arome t natriumi, guanylate natriumi dhe inosinat natriumi), gjethe majdanozi, pluhur qepe, aromatizues përmbaje grurë, elb, drithëra të tjerë që përmbajnë gluten dhe kikirikë, CLIPSY është markë trentare vaj rigoni, qumësht, laktozë), pluhur rigoni (0,048 %), pluhur hudhre, erëza, acid (acid limoni)], Product d,o,o, Konsumohet sipas dëshirës para datës që shkruhet ne pjesën e pasme te amb azhit, bo Product d,0,0, Borda Stanojevića 14, 11070 Beograd, Uzina prodhue aglić 21473, Bratstva Jedinstva në vend te thatë dhe të freskët, Të mbrohet nga dielli, Vendi i origjinës epublika e Serbisë, odhues 5584264010, www,agnagroup,com e-mail: info@agnagroup,com pores dhe Distributor për Kosovë: Importues dhe Distributor për Shqipëri: Agna sh,a, Vriser kastShqip Albania, tel: ROFOOD PRIZREN, fsh, Lupishte 20000 Prizren Kosovë  383 29 241774, www,euro-food,org ",sq
"93 Margarinë 3/4 me kos të kuiluar grek Përbërësit: vajra porcion proporcione të no 3% vaj bërthame palr 9% 60%), ujë, ko gr 7% të acideve yndyro kripë (0,2%), kor acidifikues: acid per porcion RI per 10g pr 100g U54cal 223k/",sq
"giuten dhe soje, dhëzim per pregatitje br nje ene hidhen e perzihen 4 korava Umlqumesht d usqimore, në një ene tjetër perziher, edhe 150 g miell misri, 90 gml Moravka pluhur aditiv per pjekje dhe pak kitp ne kë imse të pet shtohet perzierja eenësse pare sidhe një capë ajathe, Masa e pregati uta, Te ruhet në vend te thate dhe të ftohet, Te përdoret para dates anenepasmete qeses Vendi i origjinës: Republika e Serbisë, Distri NTP Afi Trade, Prizzren, Kosove, ",sq
"Miser i ekstruduar me kikirika Përmbajtje: grimca misti (origjina BE dhe jo BE), vaj luledielli, kikirikë 16%, kripë, mëlmesa, emulsifikues: mono dhe diglicerid të acideve yndyrore me origjinë bimore, Të ruhet në vend të the dhe te erret, Vendi origjinës: R, e Maqedonisë së Veriut, Eksporests Vitaminka - Prilep, Importues dhe distributor për Shqipëri: BRAOS Sh,p,k,, Rruga Tiranë-Ndroq, Kthesa e Arbanës, Vaqarr, 10 Tirana Albania, Tel:  355-675005200, ",sq
"amgabiz me ëmbëlsues, aromë mente, Përbërësit: ëmbëlsues, bazë rrëshire, stabilizues (glicerine), aroma, dendësues (E414), ngjyrues, përzierës, ekstrakt çaji jeshil, xhelatině, vaj vegjetal i hidrogjenizuar, antioksidant (E321), Përdorimi i tepërt mund të shkaktojë efekte laksative, Përmban gjurme phenylalanine, yese per 100 g: Energji: 705 kJ/",sq
"AL DOMI COPE TUNE NË VAJ Pesha neto: 170 Përbërësit: ton, vaj dhe kripë, Vlera ushqyese për 100 g: Vlera energjetike: 561 kJ, proteina: 239, karbohidratet: 0 g, yndyre: 4,6 g, Të ruhet në temperature nga 0°C deni ne Prodhuesi dhe eksportuesi: Golden Prize Canning Co, Ltd, 74000 Tajande Importues dhe Distributor: RUDINE MM DOO Shkup, Rruga: Lisec nr,1, 1000 Shkup, Republikes se Maqedonise se Veriut, tel 02/2433000 Vendi i origjinës: Tajlandë, Data e skadencës: e shënuar në produkt,",sq
"pahuljice od celog zrna _ovsa_ 67%, šećer, punomasno _mleko_ u prahu, komadići sušene kajsije 6% (kajsija 96%, pirinčano brašno, antioksidans _sumpor-dioksid_), krompirov skrob, aroma, kuhinjska so.",sr
"kukuruzni skrob, sušeno povrće 17.7% (brokoli u prahu 5%, šargarepa 4.4%, krompir, spanać u prahu, crni luk), _pšenično_ brašno, so 10.3%, mešavina _sireva_ u prahu 5%, obrano _mleko_ u prahu, _surutka_ u prahu, šećer, začini, ekstrakt kvasca, suncokretovo ulje, hidrolizovani protein _soje_, aroma, kiselina: limunska kiselina.",sr
Pšenično brašno,sr
"kukuruzni skrob, instant karamel u prahu (karamel (glukozni šećer, šećer), maltodekstrin) min. 2%, kuhinjska so, aroma.",sr
"Ovsene pahuljice 47,7 %, sušeni glukozni sirup, 14,9 % fruktoza, delimično hidrogenizovano sojino ulje, modifikovani kukuruzni skrob, mešavina voća sušenog zamrzavanjem 1 % (malina, jagoda, crna ribizla), stabilizator E340, sojini proteini, so, aroma, limunska kiselina, kompleks vitamina (vitamini: C (askorbinska kiselina), E (D-a-tokoferol), B6 (piridoksin-hidrohlorid), B1 (tiamin-mononitrat), B2 (riboflavin), B12 (cijanokobalamin), B5 (kalcijum-D-pantotenat), B9 (pteroilmonoglutaminska kiselina), niacin (nikotinamid), biotin (D-biotin)). Proizvod sadrži alergene: gluten i soju. Proizvod može sadržati i orašaste plodove u tragovima.",sr
"Krompir za kuvanje, pečenje. Klasa I, sorta agata, kalibar 40/60mm",sr
"70% biljna ulja [ulje uljane repice, palmino, suncokretovo, (u različitim proporcijama)], voda, emulgatori (suncokretov lecitin, Mono - i digliceridi masnih kiselina), slatka surutka u prahu (_mleko_), so (0.2%), kiselina (limunska kiselina), konzervans (kalijum-sorbat), aroma, vitamini (A i D), boja (karoteni).",sr
"Pasterizovano homogenizovano _mleko_ sa minimalno 3.2 % mlečne masti, jogurtna kultura.",sr
"testenina 34% (durum _pšenična_ griz, _jaja_), jetrene knedlice 16% (juneća jetra 20%, _pšenično_ brašno, goveđi loj, _pšenični_ griz, goveđe meso, belance _jajeta_ u prahu, prezle (_pšenično_ brašno, kvasac, kuhinjska so), kuhinjska, palmina mast, sušeni luk, goveđi mesni ekstrakt, začini, sušeni _celer_, šećer, pojačivač arome (mononatrijum-glutaminat), antioksidans (ekstrakti ruzmarina)), kuhinjska so, šećer, pojačivači aroma (mononatrijum-glutaminat, dinatrijum-inozitat), kukuruzni skrob, palmina mast, sušeno povrće 3% (šargarepa, luk, crvena paprika, _celer_), maltodekstrin, sušen goveđi mesni ekstrakt 1.5%, kvaščev ekstrakt, začini, peršunov list, boja (karamel obični).",sr
"voda, obrano _mleko_ u koncentratu, biljna mast (palmina mast), _sir_, _mlečni_ proteini, modifikovani skrob, emulgatori (E339, E450, E452), so, stabilizatori (E407, E412), regulator kiselosti (E330).",sr
"zaslađivač - sorbitol, izomalt, steviol glikozidi; arome; sredstvo protiv zgrudvavanja E470b, boja E132",sr
"šećer, _pšenično_ brašno, hidrogenizovana biljna mast (palma, suncokret u promenljivim udelima), _surutka_ u prahu, _mleko_ u prahu, desktroza, obrano _mleko_ u prahu, sušena _jagoda_ u prahu (1%), emulgator _sojin_ lecitin, _jaja_ u prahu, arome, boja E124.",sr
"šećer, glukozni sirup, potpuno homogenizovano kokosovo ulje, kakao prah (10%), maltodekstrin, obrano alpsko _mleko_ u prahu (5%), proteini surutke (iz _mleka_), instant kafa (3%), obrano _mleko_ u prahu (2.1%), permeat surutke (iz _mleka_), stabilizatori (E340, ksantan guma, E452), arome, modifikovani skrob, sredstva protiv zgrudvavanja (E551, E341), laktoza (iz _mleka_), _mlečni_ proteini, so, emulgator (E471)",sr
"sušeno povrće 21.5% (šargarepa, _celer_ koren u prahu), kukuruzni skrob, _pšenično_ brašno, so 11%, palmina mast, _surutka_ u prahu, kukuruz 3.8%, začini 3.7% (crni luk u prahu, peršun list, kurkuma, beli luk u prahu, list mirođije), šećer, suncokretovo ulje, obrano _mleko_ u prahu, _laktoza_, ekstrakt kvasca, hidrolizat _sojinih_ proteina, _mlečni_ protein, kiselina:limunska kiselina, arome (sadrže _celer_).",sr
"Ćufte 40% (goveđe i svinjsko meso II kategorije, povrće, _hlebne_ mrvice, _sojine_ ljuspice, _jaja_, kuhinjska so, začini); sos 60% (voda, pire paradajza 12%, povrće, _pšenično_ brašno, biljno ulje, šećer, kuhinjska so, začini (sadrži _celer_))",sr
"Svinjsko meso Il kategorije, svinjsko čvrsto masno tkivo, kuhinjska so, začin, ekstrakti začina, šećer, pojačivač arome: mononatrijum-glutaminat; boje: karminska kiselina, karamel amonijačno sulfitni; konzervans: natrijum-nitrit; starter kulture.",sr
"meso _lososa_ 52%, suncokretovo ulje, voda, povrće (šargarepa, kukuruz šećerac, crni luk), belančevine _soje_, kuhinjska so, zgušnjivač (karagenan), začini, dekstroza, prirodna aroma.",sr
"so 18%, sušeni ustinjeni spanać 15.5%, mešavina _sira_ u prahu 14.4%, kukuruzni skrob, _pšenično_ brašno, obrano _mleko_ u prahu, začini 3.7% (peršun list 2.2%, beli luk, mleveni crni biber), ekstrakt kvasca, suncokretovo ulje, šećer, _surutka_ u prahu, kiselina: limunska kiselina.",sr
"testenina 44% (durum _pšenični_ griz, _jaja_, mesne knedle 15% (kokošija mast, sušeno kokošije meso, prezle (_pšenično_ brašno, kvasac, kuhinjska so), _pšenični_ griz, _pšenično_ brašno, palmino ulje, belance _jajeta_ u prahu, _jaja_ u prahu, sušeni luk, sušeni kokošiji ekstrakt, kuhinjska so, začini, pojačivač arome (mononatrijum-glutaminat), šećer, antioksidans (ekstrakti ruzmarina)) kuhinjska so, kukuruzni skrob, palmino ulje, šećer, pojačivači aroma (mononatrijum-glutaminat, dinatrijum-inozitat), sušeno povrće 3.7% (_celer_, šargarepa, luk, crvena paprika), kvaščev ekstrakt, začini, boja (karamel obični), peršunov list.",sr
_Pšenični_ griz.,sr
"voda, ekstrakt voća, ugljen-dioksid 3g/l, regulator kiselosti: limunska kiselina, prirodna aroma breskve i druge prirodne arome, vitamini: niacin (nikotinamid), pantotenska kiselina (kalcijum-D-pantotenat), vitamin B6 (piridoksin-hidrohlorid), folna kiselina (pteroilmonoglutaminska kiselina), biotin (D-biotin), vitamin B12 (cijanokobalamin).",sr
"Testenina 67.6%, (pšenična krupica), so 14.6%, pšenično brašno, pojačivači arome (mononatrijum-glutaminat 4.9%, dinatrijum 5'-ribonukleotidi), sušeno povrće 2.1% (šargarepa, crni luk), šećer, kokšja mast 1% (sadrži antioksidans: ekstrakt ruzmarina), začini, aroma, boje (karamel obični, riboflavin), koncentrat kokošjeg mesa u prahu 0.02% (sadrži antioksidans: ekstrakt ruzmarina).",sr
"_Pšenično_ brašno, seme _susama_ 8%, biljna mast (palma), _maslac_, _sojino_ brašno, šećer, _surutka_ u prahu, morska so 2.3%, med, sredstva za dizanje testa (amonijum-hidrogenkarbonat, natrijum-hidrogenkarbonat), obrano _mleko_ u prahu, dekstroza, emulgator _sojin_ lecitin, vitamini ((vitamin C (L-askorbinska kiselina), niacin (nikotinamid), vitamin B6 (piridoksin-hidrohlorid), tiamin (tiamin-mononitrat)), antioksidans kalijum-_metabisulfit_.",sr
"Sterilizova mlijeko s 2,8% mliječne masti",sr
"Picnicbog av gris (88 %), vatten, vinäger, salt, druvsocker, naturlig arom, glutenfri HAVREfiber.",sv
"Socker, kakaomassa, mandlar 15%, aprikoskärnor, rostade hasselnötter 6%, kakaosmör, glykossirap, mjölkfett, helmjölkspulver, emulgeringsmedel (lecitin), fuktighetsbevarande medel (invertase), konserveringsmedel (sorbinsyra), vaniljextrakt. Kan innehålla spår av andra nötter. Minst 50% kakaotorrsubstans i den mörka chokladen.",sv
Extra jungfruolivolja. Ursprung: Spanien. Olivolja av hög kvalitet som utvunnits direkt ur oliver och uteslutande genom mekaniska processer.,sv
"Hela skalade tomater 60%*, tomatjuice. *Ekologisk ingrediens. Ursprung Italien.",sv
"Vatten, palmolja, rapsolja (24%), salt (1,2%), emulgeringsmedel (solroslecitin), syra (mjölksyra), naturlig arom, vitamin A och D2.",sv
"Pastöriserad mjölk, yoghurtkultur, Lactobacillus acidophilus, Bifidobacterium sp. och vitamin D.",sv
"*rostat majsmjöl 98%, salt.
*ekologiskt",sv
"Jalapeño, vatten,salt, syra: citronsyra, konsistensmedel: kalciumklorid.",sv
"_Alaska pollock-filé_ (Theragra chalcogramma) 65%, _vetemjöl_, solrosolja, potatisstärkelse, vatten, salt, jäst, gurkmeja, paprikapulver, vitpeppar.",sv
"socker, kakaosmör, kakaokex [_vetemjöl_, socker, kokosolja, fettreducerat kakaopulver, glukossirap, _skummjölkspulver_, _äggulepulver_*, bakpulver (natriumkarbonater), syra (difosfater), salt], 13 % _gräddpulver_, kakaomassa, 4 % _helmjölkspulver_, _vasslepulver_ (av _mjölk_), emulgeringsmedel (solroslecitin), naturlig vaniljarom. *Från frigående höns inomhus. Minst 33 % kakao i chokladen. Kan innehålla spår av nötter.",sv
"SKUMMJÖLK, socker, glukossirap, grädde (MJÖLK), kokosfett, SKUMMJÖLKSPULVER, vatten, emulgeringsmedel (veg. mono - och diglycerider av fettsyror), naturliga aromer, karamelliserad sockersirap, enzym (laktas), stabiliseringsmedel (fruktkärnmjöl, guarkärnmjöl), salt, förtjockningsmedel (pektin).",sv
"Nudlar 91,5% (_vetemjöl_, palmolja, salt, mjölbehandlingsmedel (E500, E451), stabiliseringsmedel E501, förtjockningsmedel E412, antioxidationsmedel E306), kryddpulver 7,3% (salt, smakförstärkare (E621, E635), socker, kycklingköttspulver (6,2% i kryddpulver), kryddor, _sojasåspulver_ (_sojabönor_, _vete_, salt, maltodextrin), purjolök, aromer (smakförstärkare E631), jästextrakt, rapsolja, klumpförebyggande medel E551, pepparextrakt, rökarom), kryddolja 1,2% (_sesamolja_, rapsolja, krydda, färgämne (paprikaoleoresin, vitlöksolja))",sv
"Benfri nötbringa* 89%, vatten, salt, druvsocker, antioxidationsmedel (E301), vitpeppar, lagerblad, konserveringsmedel (E250). *Fött, uppfött och slaktat i Sverige.",sv
"_Cashewnötter_, dadlar, _mandlar_ 25%, kokosnektar, lakritsextrakt 4%, havssalt, vanilj, anisolja.",sv
"Utvald sockersaltad torskrom 52%, rapsolja, socker, potatisflingor, tomatpuré, salt, konserveringsmedel (kaliumsorbat), antioxidationsmedel (askorbinsyra),",sv
"Fläsk - och nötkött 73%, potatismjöl, vatten, potatis, lök, salt, potatisfiber, socker, druvsocker, jästextrakt, pepparextrakt, kryddor, rapsolja",sv
"Förstekt potatis 62% (potatis, solrosolja, druvsocker), lök 20%, kokt skinka 18% (griskött, druvsocker, salt, glukossirap, stabiliseringsmedel (E451), rökarom, antioxidationsmedel (E301), konserveringsmedel (E250)).",sv
"Potatisflarn 83 %, _helmjölkspulver_, _gräddpulver_, salt, emulgeringsmedel (E 471), antioxidationsmedel (E 304), konserveringsmedel (E 223 _natriumdisulfit_), gurkmeja.",sv
"Vetemjöl, vetemalt, mjölbehandlingsmedel (E300)",sv
"Hela _sojabönor_ (42%), vatten, havssalt, mirin (vatten, ris, sött ris), rostat _kornmjöl_ aspergillus oryzae.",sv
"vatten, rismjöl, majsstärkelse, jungfruolja extra 5%, potatisstärkelse, vegetabiliska fibrer (inulin, potatiss, psyllium), dextros, bovetemjöl, salt, emulgeringsmedel: mono - och diglycerider av fettsyror; bakpulver: dinatriumdifosfat; natriumvätekarbonat, majsstärkelse; tapiokastärkelse, förtjockningsmedel: karboximetylcellulosa; risvinäger, solroslecitin, hirsmjöl, konserveringsmedel: kaliumsorbat; vitt majsmjöl, guarkärnmjöl, surhetsreglerande medel: L(+)-vinsyra, arom.",sv
"Kokta svarta bönor 60%, vatten, salt",sv
"_Mjölk_, salt, _mjölksyrakultur_, ystenzym.",sv
"_Skummjölkspulver_, fettpulver (vegetabiliskt fett (palm), glukossirap, _mjölkprotein_, stabiliseringsmedel (E451)), modifierad potatisstärkelse, tapiokastärkelse, arom (innehållande persilja, lök, dragon, citron, svartpeppar, _selleri_, rapsolja), salt, emulgeringsmedel (E451), maltodextrin, _äggulepulver_, lök, dragon, surhetsreglerande medel (E330), gurkmeja, jästextrakt, vinäger, färgämne (E150c).",sv
"Kycklingbröstfilé 49 %, panering (_vetemjöl_, modifierad _vetestärkelse_, _vetegluten_, jäst, kryddor), kokt kalkonskinka 8 % (kalkonkött 7,3 %, vatten, nitritsalt (salt, konserveringsmedel (natriumnitrit)), maltodextrin, stabiliseringsmedel (difosfater, trifosfater), konsistensmedel (kaliumklorid), antioxidationsmedel (natriumaskorbat), rökt salt, rapsolja), goudaost 8 % (_mjölk_, salt, syrningskultur, ystenzym, konserveringsmedel (natriumnitrat), färgämne (karotener)), rapsolja, vatten, salt, torkad glukossirap, kryddextrakt, druvsocker, lökpulver, vitlökspulver.",sv
"Socker, glukossirap, kakaosmör¹, vegetabiliska fetter (palm, shea), helmjölkspulver, skummjölkspulver, kakaomassa¹, riskrisps (rismjöl, socker, salt), mandel, kakaopulver¹, vasslepulver (mjölk), hydrolyserade mjölkproteiner, emulgeringsmedel (solroslecitin, sojalecitin, E471), salt, aromer, pepparmintolja, bakpulver 1Rainforest Alliance Certified. Find out more at ra.org. (natriumvätekarbonat). Kan innehålla hasselnötter. Mjölkchokladen innehåller förutom kakaosmör även annat vegetabiliskt fett.",sv
"Socker, glukossirap, vegetabiliska oljor (kokos, fullhärdad (kokos, raps)), kakaosmör* (icke-EU), HELMJÖLKSPULVER, kakaomassa* (icke-EU), SKUMMJÖLKSPULVER aromer (bla. vanillin), emulgeringsmedel (lecitin), salt. Kan innehålla små mängder HASSELNÖTTER och MANDLAR.",sv
"SANT patare och krispigare, k teknik som Stärkelse stvar in potatisen bebler skalet på, Allt detta patroligt goda och krispiga, Våra bästa ren! UCERAT I GÖTEBORG idare i Skane och Halland disfabrik i Göteborg med den Wikiper även in från andra med samma höga kvalitetskrav, minder beter Lady Rosetta, Lady Langh Britta och Verti hing (salt, VASSLEpulver mer, KÄRNMJÖLKspulver, spulver, syra (mjölksyra)), : En portion , 30 g Per 30g:",sv
"_Mjölk_, socker 6,6%, _mjölkprotein_, majsstärkelse, vaniljextrakt från Madagaskar 0,2%, mald vaniljstång 0,02%, syra (citronsyra), yoghurt: kultur, vitamin D.",sv
"สาหร่าย 60%, งาขาว 16%, อัลมอนด์ 15%, น้ำตาลมอลโทส 4.5%, ซอสถั่วเหลือง (มีส่วนผสมของ ถั่วเหลือง แป้งสาลี เกลือ และน้ำตาล) 4%, เกลือไอโอดีน 0.5%
ข้อมูลสำหรับผู้แพ้อาหาร : ผลิตภัณฑ์นี้มี ถั่วเหลือง งา กลูเทน(แป้งสาลี) และถั่วประเภททรีนัท",th
"ส่วนประกอบสาคัณโดยประมาณ : มันฟรัง 67%, ปานsาข1 เกลือบริโกคเสรมไอเอดีน 19 ไม่ใช้วิตถุกนเสีย เด่งวอคสตรปกติ",th
"ข้าวเหนียวขาว Glutinous Rice 62%, ข้าวเหนียวดำ Black Glutinous Rice 19%, น้ำอ้อย Sugar Cane 9%, น้ำแตงโม Water melon 6%, น้ำมันปาล์ม Palm Oil 3%, เกลือบริโภคเสริมไอโอดิน lodized Salt 19",th
นาชาอุหลงจากชาอ่หลงสกัด ลรควบคุนความเปินกรด สุรป้องกันการเิดออกชิเดชัน (INS 300) 99.92% (INS 500i),th
"ส่วนประกอบโดยประมาณ ข้าวสวย 66%, หมูสับผัดไข่เค็ม(หมู, เครื่องปรุงรสต่างๆ, หอมหัวใหญ่, ไข่เค็ม และกระเทียม) 26%, น้ำซอส 4%, ต้นหอม และพริกชี้ฟ้าแดง 2%, ไข่เค็ม 2 ข้อมูลสำหรับผู้แพ้อาหาร : มีแป้งสาลี, ผลิตภัณฑ์จากสัตว์น้ำที่มีเปลือกแข็ง หอย, ไข่, ปลา, ถั่วเหลือง, นม และซัลไฟต์ * สีธรรมชาติ (INS 160c) วัตถุปรุงแต่งรสอาหาร (โมโนโซเดียมกลูตาเมต และไดโซเดียม 5'-ไรโบนิวคลีโอไตล์ วัตถุเจือปนอาหาร (INS 451(i), INS 1442)",th
"ข้าวหอมมะลิอบแห้ง 70% ช้าวโรซเบอร์รี 6.8%, น้ำตาล 48% เกลือบริโภคเสริมไอโอดีน 3.7%, เกลือโพแทสเซียม 15%, แครอทอบแห้ง 1.3%, เนื้อปลาและแชลมอนอบแห้ง 1.0% เครื่องทศ 0.7% ต้นหอมอบแห้ง 0.37%, วัตถุเจือปนอาหาร (INS 270, INS 307b, INS 330, INS 412, INS 471, alnuandin) แต่งกลิ่นเลียนธรรมชาติ ข้อมูลสำหรับผู้แพ้อาหาร มีไช่ ถัวลือง, ปลา",th
"ข้อมุลส่าหรับพุ้พอาหาร มีช้าวสาลี, กัวหลือง เลอาจมีนม",th
ข้าวขาวหอมมะลิ 100 %,th
"มัลเบอรรี่ 72%, วัตถุให้ความหวานแทนน้ำตาลมัลทิทอลไซรัป 23.78% ,สารให้ความข้นเหนียว thickener (INS 44)0.1%, Vitamin C O.1% ,   วัตถุกันเสีย Preservative (INS 211)",th
"สับปะรดกวน 58%, แป้งสาลี 20%, มาร์การีน 13%, นํ้าตาล 5%, ไข่ไก่ 3%, นมผง 0.95%, เกลือเสริมไอโอดีน 0.05%",th
"บ๊วย 69%, น้ำ 21%, เกลือ 10%",th
"นมอัลมอนด์ 94% (จากอัลมอนด์เมล็ดเต็มแท้นำเข้าจาก สหรัฐอเมริกา), เมล็ดทานตะวัน 5%. นํ้าจากดอกมะพร้าวออร์แกนิค 1% ไม่เติมน้ำตาลทราย และถั่วเหลือง ไม่ใช้หัวเชื้อ หรือวัตถุกันเสีย เหมาะสำหรับผู้ทานเจและผู้แพ้นมวัว เขย่าก่อนดื่ม และเสิร์ฟเย็น เพื่อรสชาติที่อร่อยยิ่งขึ้น ข้อมูลสำหรับผู้แพ้อาหาร: มีอัลมอนด์",th
"ข้าสวยญี้น53% ก่าเลงชย่าง (ใก่ ช้ก น้าขวส. หวนห้วใหญ่เลเต้นหอม)47% เวัตกุปรับแต่งรศวาหาร(ป่น่ชดียมกลุตามต.ไดชเถียมช้กชินn โด้ชดียมลวินนเตินต ได้ขเถียม 5-6uนิวคศีไอโดด์.ศีรรSมชาติ เNS 1อ1b.วัตถุดือปนอาหาร (NS 429) ข้อมูลศาหรับผู้เพ่อาทาร : มีเป้งศาลี โส่, ปลา ก้วเหลือง, uม เเละชิจไฟต์ อาคมีเลิตภัณฑจากสัตว์น้าทีบีเปลือกเซ็ง ผลิตภัณทันช้เกลือริกคเสริมไอโอดีน",th
ส่วนประกอบสำคัญ : ไข่ไก่ 40 • กลูโคส รับ 19 % แ สาลี 16 % น้ำตาลทราย 15 % น้ำมันปาล์ม 9.5 % นมผง (34 ข้อมูลสำหรับผู้แพ้อาหาร : มีแป้งสาลี ไข่ นมผง และเลซิตินจากถั่วเหลือง,th
"ข้าวสวยหอมมะลิ 62%, ไข่เจียวกุ้ง (ไข่ไก่, กุ้ง, น้ำมันถั่วเหลือง, หนึ่ง ต้นหอม และเครื่องปรุงรส) 34% และซอสพริก 4% - วัตถุปรุงแต่งรสอาหาร (มอโนโซเดียมแอล-กลูตาเมต, ไดโซเดียม 5 ไรโบนิวคลีโอไทด์) พลัง วัตถุเจือปนอาหาร (INS 451 () ពុល - ข้อมูลสําหรับผู้แพ้อาหาร : พี่แป้งสาลี, กุ้ง, ผลิตภัณฑ์จาก สัตว์น้ำที่มีเปลือกแข็ง, ไข่ และผลิตภัณฑ์จากถั่วเหลือง - ผลิตภัณฑ์นี้ใช้เกลือบริโภคเสริมไอโอดีน",th
